"Date","Price","Open","High","Low","Vol.","Change %"
"05/23/2024","20.00","20.35","20.95","18.90","50.32M","-1.72%"
"05/24/2024","19.20","20.00","20.10","18.95","38.93M","-4.00%"
"05/27/2024","20.30","19.20","20.95","20.30","21.16M","5.73%"
"05/28/2024","21.90","20.30","21.90","20.05","21.98M","7.88%"
"05/29/2024","22.30","21.90","23.50","21.95","23.90M","1.83%"
"05/30/2024","22.60","22.30","22.70","22.35","17.22M","1.35%"
"05/31/2024","22.20","22.60","22.65","22.20","13.40M","-1.77%"
"06/03/2024","21.90","22.20","22.20","21.90","7.62M","-1.35%"
"06/04/2024","21.00","21.90","21.70","20.95","19.78M","-4.11%"
"06/05/2024","20.80","21.00","21.40","20.00","9.80M","-0.95%"
"06/06/2024","21.00","20.80","21.20","20.95","9.81M","0.96%"
"06/07/2024","21.00","21.00","21.00","20.90","26.56M","0.00%"
"06/10/2024","21.60","21.00","21.90","21.00","58.73M","2.86%"
"06/11/2024","21.65","21.60","21.95","21.45","30.30M","0.23%"
"06/13/2024","23.00","21.65","23.00","21.85","23.17M","6.24%"
"06/14/2024","22.35","23.00","23.05","22.00","15.69M","-2.83%"
"06/19/2024","22.05","22.35","22.55","21.95","21.64M","-1.34%"
"06/20/2024","22.20","22.05","22.25","22.10","6.16M","0.68%"
"06/21/2024","22.00","22.20","22.70","22.00","11.83M","-0.90%"
"06/24/2024","21.95","22.00","22.50","21.85","13.79M","-0.23%"
"06/25/2024","21.70","21.95","21.90","21.65","14.03M","-1.14%"
"06/26/2024","21.55","21.70","21.85","21.40","11.32M","-0.69%"
"06/27/2024","22.40","21.55","22.40","21.70","25.36M","3.94%"
"06/28/2024","22.45","22.40","22.45","22.30","12.06M","0.22%"
"07/01/2024","22.25","22.45","22.50","22.00","7.49M","-0.89%"
"07/02/2024","22.75","22.25","23.45","22.30","25.85M","2.25%"
"07/03/2024","22.75","22.75","23.00","22.75","8.60M","0.00%"
"07/04/2024","23.55","22.75","24.35","22.95","35.98M","3.52%"
"07/05/2024","23.70","23.55","24.00","23.15","10.78M","0.64%"
"07/08/2024","23.70","23.90","23.90","23.00","35.98M","0.00%"
"07/09/2024","23.05","23.70","23.50","23.05","10.27M","-2.74%"
"07/10/2024","22.75","23.05","23.25","22.50","26.36M","-1.30%"
"07/11/2024","23.00","22.75","23.00","22.90","6.36M","1.10%"
"07/12/2024","22.75","23.00","23.00","22.75","5.39M","-1.09%"
"07/15/2024","22.85","22.75","23.00","22.80","8.11M","0.44%"
"07/16/2024","23.00","22.85","23.00","22.85","20.31M","0.66%"
"07/17/2024","23.85","23.00","24.00","23.00","23.84M","3.70%"
"07/18/2024","23.30","23.85","23.85","23.10","29.38M","-2.31%"
"07/19/2024","22.85","23.30","23.20","22.85","19.59M","-1.93%"
"07/22/2024","23.05","22.85","23.05","22.80","9.96M","0.88%"
"07/23/2024","22.70","23.05","23.00","22.70","10.83M","-1.52%"
"07/24/2024","21.55","22.70","22.50","21.55","29.08M","-5.07%"
"07/25/2024","20.95","21.55","21.80","20.95","19.57M","-2.78%"
"07/26/2024","21.05","20.95","21.20","21.00","26.04M","0.48%"
"07/29/2024","20.90","21.05","21.50","20.85","69.06M","-0.71%"
"07/30/2024","19.80","20.90","20.90","19.80","27.25M","-5.26%"
"07/31/2024","20.30","19.80","20.30","19.40","35.33M","2.53%"
"08/01/2024","19.80","20.30","20.00","19.80","23.03M","-2.46%"
"08/02/2024","20.05","19.80","20.05","19.80","37.64M","1.26%"
"08/05/2024","20.30","20.30","20.30","20.05","34.97M","1.25%"
"08/06/2024","21.00","20.30","21.00","20.30","62.83M","3.45%"
"08/07/2024","20.90","21.00","21.15","20.85","40.57M","-0.48%"
"08/08/2024","21.30","20.90","21.30","20.55","44.63M","1.91%"
"08/09/2024","23.00","22.00","23.10","21.65","42.75M","7.98%"
"08/12/2024","22.90","23.00","23.65","22.85","29.05M","-0.43%"
"08/13/2024","21.90","22.90","22.95","21.60","37.03M","-4.37%"
"08/14/2024","21.95","21.90","21.95","21.65","10.53M","0.23%"
"08/15/2024","22.50","21.95","22.50","21.90","7.95M","2.51%"
"08/16/2024","22.45","22.50","22.45","22.25","4.83M","-0.22%"
"08/19/2024","22.70","22.45","22.85","22.50","23.36M","1.11%"
"08/20/2024","22.40","22.70","22.60","22.40","15.74M","-1.32%"
"08/21/2024","22.00","22.40","22.40","22.00","8.11M","-1.79%"
"08/22/2024","22.30","22.00","22.50","22.05","7.47M","1.36%"
"08/23/2024","22.40","22.30","22.50","22.40","4.56M","0.45%"
"08/26/2024","22.40","22.40","22.40","22.35","9.66M","0.00%"
"08/27/2024","22.50","22.40","22.80","22.40","14.07M","0.45%"
"08/28/2024","22.70","22.50","22.75","22.60","5.40M","0.89%"
"08/29/2024","21.90","22.70","22.90","21.90","20.58M","-3.52%"
"08/30/2024","22.95","21.90","22.95","22.00","25.70M","4.79%"
"09/02/2024","24.45","23.05","24.50","23.05","54.85M","6.54%"
"09/03/2024","24.30","24.30","24.50","23.20","20.18M","-0.61%"
